FOODID;FOODNAME;LANG
35007;MEAL REPLACEMENT, PROTEIN BAR, C. 30% PROTEIN, FIBRE, SOFT BAR;EN
35008;MARGARINE 60%, RAINBOW/PIRKKA,/X-TRA, LACTOSE FREE;EN
35009;MARGARINE 60%, PIRKKA, HIGH SODIUM;EN
35011;MEAL REPLACEMENT, ENERGY BAR, VITAMINS, AVERAGE;EN
35012;MEAL REPLACEMENT, PROTEIN BAR, AVERAGE, C. 40% PROTEIN;EN
35013;MEAL REPLACEMENT, WHEY PROTEIN POWDER, C. 40% PROTEIN;EN
35091;GINGER TEA, GINGER DRINK, HOMEMADE;EN
35102;AROMA RYE MALT;EN
35131;MINERAL WATER, NOVELLE PLUS, ADDED VITAMIN B AND C, SWEETENED WITH FRUCTOSE;EN
35134;MINERAL WATER, NOVELLE PLUS, ADDED VITAMIN C AND E, SWEETENED WITH SUGAR;EN
35136;MINERAL WATER, NOVELLE PLUS, ADDED CHROMIUM AND ZINC, SWEETENED WITH SUGAR;EN
35142;ICE CREAM WITH BISCUIT, ELOVENA ICE CREAM SNACK;EN
35146;4-GRAIN FLAKES, GLUTEN FREE;EN
35171;CREAM QUARK, 4.3% FAT;EN
35177;SOUR MILK, GEFILUS BLUEBERRY/MANGO, LOW-LACTOSE, 1 UG VITAMIN D;EN
35188;HÄRKIS CUTLET, VERSO FOOD;EN
35190;OAT PRODUCT, FERMENTED OAT, YOSA GREEK STYLE, PROBIOTICS;EN
35193;OAT PRODUCT, FERMENTED OAT, FLAVOURED, YOSA SPORT, AVERAGE, PROBIOTICS;EN
35195;CASHEW NUT DRINK, UNSWEETENED, GOGREEN;EN
35196;JUICE DRINK, FRUIT, BERRY, CONTAINS SUGAR, VALIO HÖRPPY;EN
35198;FITNESS DRINK WITH ADDED VITAMINS, ARTIFICIALLY SWEETENED, CELSIUS;EN
35199;OAT SPREAD, 20 % FAT, OATLY PÅMACKAN;EN
35200;MEAL REPLACEMENT, PROTEIN POWDER, OAT BRAN, KAURA PRO;EN
35203;BLENDED SPREAD 70%, KEIJU JUHLA;EN
35212;SUGAR, STEVIA SUGAR;EN
35220;HEMP SEED, WITHOUT HULL;EN
35221;POPPY SEED;EN
35277;SWEETENER, CYCLAMATE;EN
35280;SWEETENER, ASPARTAM, ACESULFAME K;EN
35302;SWEETENER, CANDEREL, ASPARTAM AND ACESULFAME-K, POWDER;EN
35315;RICE, QUINOA AND MULTIGRAIN MIX;EN
35475;ESPRESSO COFFEE DRINK;EN
35481;ERYTHRITOL;EN
35492;MEAL REPLACEMENT, SOUP POWDER, CAMBRIDGE;EN
35495;MEAL REPLACEMENT, SPAGHETTI BOLOGNESE, POWDER, CAMBRIDGE;EN
35497;MEAL REPLACEMENT, PROTEIN BAR, CRANBERRY CRUNCH, CAMBRIDGE;EN
35503;REINDEER, DRIED;EN
35505;BEEF ROUND, DRIED;EN
35506;DRIED MEAT, AVERAGE;EN
35513;LINSEED, CRUSHED, ROASTED, VALO24;EN
35555;SALT, AVERAGE;EN
35565;OIL FOR FRYING AND  DEEP FAT FRYING, KULTASULA PAISTOÖLJY;EN
35566;MARGARINE USED IN CAKES RAISA 5;EN
35580;CRANBERRY, DRIED, CRANBERRY POWDER;EN
35581;VELVET BOLETE;EN
35582;FOREST LAMB MUSHROOM, SHEEP POLYPORE;EN
35583;BOLETE;EN
35584;SPRUCE BUD;EN
35585;ROSEBAY WILLOW HERB OR FIREWEED, SHOOT;EN
35586;DANDELION, LEAF;EN
35587;DANDELION, BUD;EN
35588;GOUTWEED, GROUND ELDER, HERB GERARD, LEAF;EN
35589;BLACK CURRANT, LEAF;EN
35591;BOG BILBERRY, BOG WHORTLEBERRY;EN
35592;CHOKEBERRY;EN
35593;CHOKEBERRY, DRIED, CHOKEBERRY POWDER;EN
35594;BLACK CURRANT LEAF EXTRACT, NON-ALCOHOLIC VEGETABLE GLYCERIN EXTRACT, GROSELLERO;EN
35595;BLACK CURRANT, DRIED, BLACK CURRANT POWDER;EN
35596;BLUEBERRY;EN
35597;ROWANBERRY, DRIED, ROWANBERRY POWDER;EN
35598;ROWANBERRY JUICE, WITHOUT SUGAR;EN
35599;LINGONBERRY, DRIED, LINGONBERRY POWDER;EN
35600;SEA BUCKTHORN, DRIED, SEA BUCKTHORN POWDER;EN
35601;SEA BUCKTHORN JUICE, WITHOUT SUGAR;EN
35602;BLACK CROWBERRY;EN
35603;FAT BLEND 80 %, LIQUID FORM, OIVARIINI JUOKSEVA, LACTOSE-FREE;EN
35605;DANDELION, BUD AND LEAF, AVERAGE;EN
35606;ANGELICA;EN
35607;YARROW;EN
35608;HORN OF PLENTY, DRIED;EN
35611;PINE BOLETE, FROZEN;EN
35615;JUNIPER BERRY;EN
35616;NETTLE, LEAF, DRIED;EN
35619;TOFU, FIRM, SOYA PRODUCT;EN
35623;BEAN, BROAD BEAN, FAVA BEAN, DRIED, BOILED WITHOUT SALT;EN
35628;ELOVENA MURU, BROAD BEAN PRODUCT;EN
35632;VALIO ODDLYGOOD GURTTI, OAT PRODUCT, FLAVOURED;EN
35633;VALIO ODDLYGOOD GURTTI, OAT PRODUCT, UNFLAVOURED,  WITH VITAMINS;EN
35634;OATLY HAVREGURT, OAT PRODUCT, UNFLAVOURED,  WITH VITAMINS;EN
35635;BEAN, BLACK BEAN, TURTLE BEAN, DRIED;EN
35636;OATLY HAVREGURT, OAT PRODUCT, FLAVOURED,  WITH VITAMINS;EN
35638;BEAN, BLACK BEAN, TURTLE BEAN, IN BRINE, CANNED;EN
